nr_powiatu;Obwodowa Komisja Wyborcza nr;BARTOSZEWICZ Artur;BIEJAT Magdalena Agnieszka;BRAUN Grzegorz Michał;HOŁOWNIA Szymon Franciszek;JAKUBIAK Marek;MACIAK Maciej;MENTZEN Sławomir Jerzy;NAWROCKI Karol Tadeusz;SENYSZYN Joanna;STANOWSKI Krzysztof Jakub;TRZASKOWSKI Rafał Kazimierz;WOCH Marek Marian;ZANDBERG Adrian Tadeusz;
221506;Obwodowa Komisja Wyborcza numer 7;0;1;0;3;1;0;0;2;0;2;20;0;2;
221506;Obwodowa Komisja Wyborcza numer 5;0;9;40;19;2;0;101;253;3;10;88;0;20;
221404;Obwodowa Komisja Wyborcza numer 7;3;17;26;13;1;2;72;113;6;5;89;0;15;
221506;Obwodowa Komisja Wyborcza numer 6;1;4;13;11;3;0;42;57;1;5;24;0;7;
221404;Obwodowa Komisja Wyborcza numer 3;1;9;27;14;1;0;61;110;0;3;111;0;12;
221404;Obwodowa Komisja Wyborcza numer 10;1;26;54;35;2;2;145;149;6;6;130;2;36;
221404;Obwodowa Komisja Wyborcza numer 6;0;8;13;25;3;1;78;95;2;3;60;0;14;
221404;Obwodowa Komisja Wyborcza numer 4;0;19;32;42;2;0;75;147;3;18;180;0;24;
221404;Obwodowa Komisja Wyborcza numer 1;1;33;50;50;4;0;134;253;7;10;313;1;42;
221404;Obwodowa Komisja Wyborcza numer 12;6;26;25;34;4;2;118;142;5;7;182;0;40;
221404;Obwodowa Komisja Wyborcza numer 2;4;29;51;32;7;1;161;241;5;9;222;0;30;
221404;Obwodowa Komisja Wyborcza numer 5;4;28;31;33;7;1;98;186;7;3;207;0;15;
221404;Obwodowa Komisja Wyborcza numer 9;2;16;15;11;0;0;54;115;6;3;51;1;13;
221404;Obwodowa Komisja Wyborcza numer 11;0;14;15;26;2;0;56;119;3;2;130;1;5;
221404;Obwodowa Komisja Wyborcza numer 13;0;6;4;4;0;1;15;23;1;1;21;0;1;
221404;Obwodowa Komisja Wyborcza numer 14;1;4;10;5;0;0;32;39;3;0;19;1;4;
221507;Obwodowa Komisja Wyborcza numer 3;6;32;59;62;5;1;213;269;11;13;206;2;47;
221507;Obwodowa Komisja Wyborcza numer 7;9;28;84;86;5;1;246;294;14;21;297;0;41;
221507;Obwodowa Komisja Wyborcza numer 5;2;9;37;28;0;3;131;172;4;6;74;0;17;
221507;Obwodowa Komisja Wyborcza numer 6;11;33;88;81;19;6;257;272;10;18;304;3;45;
221507;Obwodowa Komisja Wyborcza numer 1;1;20;65;43;7;0;184;278;6;8;138;0;21;
221404;Obwodowa Komisja Wyborcza numer 15;0;5;8;2;0;0;26;59;2;2;21;0;2;
221404;Obwodowa Komisja Wyborcza numer 16;1;10;19;3;0;0;23;44;2;0;30;0;6;
221507;Obwodowa Komisja Wyborcza numer 8;1;11;25;20;1;0;67;107;5;4;56;1;11;
221507;Obwodowa Komisja Wyborcza numer 2;7;23;62;50;11;1;168;236;8;8;173;2;31;
221507;Obwodowa Komisja Wyborcza numer 10;0;5;13;9;0;1;53;111;0;1;37;0;7;
221404;Obwodowa Komisja Wyborcza numer 17;2;8;1;1;3;2;4;23;4;2;11;1;3;
221507;Obwodowa Komisja Wyborcza numer 11;3;7;17;11;0;1;108;79;4;4;54;1;9;
221507;Obwodowa Komisja Wyborcza numer 9;2;19;53;28;2;4;146;232;5;10;100;1;35;
221507;Obwodowa Komisja Wyborcza numer 4;3;12;47;6;2;1;90;144;2;4;53;0;7;
221507;Obwodowa Komisja Wyborcza numer 13;5;29;78;73;9;4;197;219;9;19;221;1;56;
221507;Obwodowa Komisja Wyborcza numer 12;2;22;51;52;7;1;150;291;5;9;156;1;27;
221505;Obwodowa Komisja Wyborcza numer 5;6;14;28;23;7;0;93;121;6;2;59;0;22;
221505;Obwodowa Komisja Wyborcza numer 1;5;25;77;64;7;3;220;248;5;14;305;0;33;
221505;Obwodowa Komisja Wyborcza numer 9;0;5;6;9;0;0;48;52;0;1;37;0;7;
221508;Obwodowa Komisja Wyborcza numer 3;3;9;42;24;2;0;95;167;3;7;111;4;19;
221508;Obwodowa Komisja Wyborcza numer 2;2;31;46;41;6;0;125;198;7;3;176;1;34;
221505;Obwodowa Komisja Wyborcza numer 7;1;6;13;8;4;2;26;38;1;1;48;0;2;
221508;Obwodowa Komisja Wyborcza numer 1;3;11;44;30;3;1;101;152;4;9;137;1;19;
221505;Obwodowa Komisja Wyborcza numer 4;3;3;12;10;2;4;44;44;1;4;105;0;12;
221505;Obwodowa Komisja Wyborcza numer 8;1;10;12;10;0;0;40;51;1;3;59;1;5;
221505;Obwodowa Komisja Wyborcza numer 10;0;6;23;7;0;1;37;69;3;1;27;2;2;
221505;Obwodowa Komisja Wyborcza numer 2;1;0;13;7;0;0;37;53;1;1;62;0;5;
221505;Obwodowa Komisja Wyborcza numer 6;0;4;14;8;1;0;34;54;0;2;48;0;3;
221505;Obwodowa Komisja Wyborcza numer 3;7;30;23;28;6;1;123;116;5;4;217;0;19;
221505;Obwodowa Komisja Wyborcza numer 11;2;3;3;3;1;1;3;8;2;0;10;0;0;
221508;Obwodowa Komisja Wyborcza numer 4;0;8;24;8;4;0;80;110;2;11;90;1;14;
221508;Obwodowa Komisja Wyborcza numer 6;0;16;40;33;4;5;128;195;4;10;111;0;18;
221508;Obwodowa Komisja Wyborcza numer 5;0;8;29;32;2;1;107;127;0;3;103;0;22;
221508;Obwodowa Komisja Wyborcza numer 7;2;2;8;5;1;0;45;74;0;0;33;0;4;
221508;Obwodowa Komisja Wyborcza numer 9;3;27;85;42;2;3;186;226;3;11;192;1;46;
221406;Obwodowa Komisja Wyborcza numer 4;9;31;42;31;5;1;143;234;10;8;207;2;38;
221406;Obwodowa Komisja Wyborcza numer 5;2;24;25;23;4;3;54;88;1;8;107;0;19;
221406;Obwodowa Komisja Wyborcza numer 1;7;21;21;30;3;0;75;110;5;10;166;0;28;
221406;Obwodowa Komisja Wyborcza numer 6;3;13;23;37;4;4;104;108;3;7;177;0;14;
221508;Obwodowa Komisja Wyborcza numer 10;0;4;5;8;1;3;27;32;0;2;21;0;3;
221508;Obwodowa Komisja Wyborcza numer 11;0;6;9;9;0;1;29;58;1;1;27;0;0;
221508;Obwodowa Komisja Wyborcza numer 8;4;18;70;57;13;2;135;230;6;10;176;1;42;
221406;Obwodowa Komisja Wyborcza numer 3;3;23;28;44;1;0;102;112;4;8;149;0;23;
221508;Obwodowa Komisja Wyborcza numer 12;4;17;29;22;1;3;112;111;1;6;116;0;28;
221406;Obwodowa Komisja Wyborcza numer 7;4;7;28;28;2;0;55;69;6;1;90;0;15;
221406;Obwodowa Komisja Wyborcza numer 2;5;10;25;33;7;0;97;131;4;12;175;0;21;
221406;Obwodowa Komisja Wyborcza numer 9;0;11;10;21;1;2;67;60;4;3;108;3;12;
221406;Obwodowa Komisja Wyborcza numer 11;3;26;37;50;2;1;141;158;9;9;233;1;20;
221406;Obwodowa Komisja Wyborcza numer 8;2;39;41;57;5;1;128;107;11;14;267;0;39;
221406;Obwodowa Komisja Wyborcza numer 16;4;12;20;21;4;2;38;50;1;1;51;0;18;
221406;Obwodowa Komisja Wyborcza numer 10;6;73;75;73;7;2;243;184;13;26;401;0;62;
221406;Obwodowa Komisja Wyborcza numer 13;1;2;3;17;0;2;34;42;0;1;39;0;3;
221402;Obwodowa Komisja Wyborcza numer 1;1;12;24;21;1;1;53;83;3;7;208;0;21;
221406;Obwodowa Komisja Wyborcza numer 14;0;11;12;34;3;1;56;90;9;7;189;0;27;
221406;Obwodowa Komisja Wyborcza numer 19;2;5;2;2;0;0;0;10;0;1;7;0;0;
221402;Obwodowa Komisja Wyborcza numer 4;1;29;41;21;1;0;80;156;4;8;146;0;20;
221406;Obwodowa Komisja Wyborcza numer 12;0;9;10;13;1;0;44;81;0;2;53;0;5;
221402;Obwodowa Komisja Wyborcza numer 3;1;19;32;18;1;2;74;100;3;7;123;0;5;
221406;Obwodowa Komisja Wyborcza numer 15;1;7;12;8;2;0;27;39;1;3;51;1;11;
221402;Obwodowa Komisja Wyborcza numer 2;2;10;16;17;2;1;42;119;2;7;139;0;16;
221406;Obwodowa Komisja Wyborcza numer 17;0;7;7;11;0;0;60;47;3;1;52;1;4;
221406;Obwodowa Komisja Wyborcza numer 18;0;6;5;1;2;0;25;38;2;0;36;0;7;
221402;Obwodowa Komisja Wyborcza numer 10;1;17;23;19;0;1;58;124;0;3;55;0;12;
221402;Obwodowa Komisja Wyborcza numer 5;2;12;10;18;1;0;60;158;3;7;177;2;20;
221402;Obwodowa Komisja Wyborcza numer 6;6;32;15;19;4;1;74;112;9;7;141;0;23;
221402;Obwodowa Komisja Wyborcza numer 8;1;13;5;11;3;1;35;69;8;2;58;0;10;
221402;Obwodowa Komisja Wyborcza numer 9;0;9;16;13;2;0;81;84;4;2;55;1;9;
221402;Obwodowa Komisja Wyborcza numer 12;1;7;27;11;0;3;51;76;1;2;46;1;10;
221402;Obwodowa Komisja Wyborcza numer 16;0;1;11;5;0;0;17;38;0;0;14;0;5;
221402;Obwodowa Komisja Wyborcza numer 18;0;5;8;6;1;0;36;76;1;2;24;1;10;
221402;Obwodowa Komisja Wyborcza numer 7;2;12;14;8;2;1;48;69;5;0;42;0;9;
221402;Obwodowa Komisja Wyborcza numer 13;0;23;16;13;0;0;46;89;3;4;45;0;6;
221402;Obwodowa Komisja Wyborcza numer 11;2;18;24;19;4;2;88;108;3;8;186;1;36;
221402;Obwodowa Komisja Wyborcza numer 20;0;5;17;7;1;1;33;69;0;0;40;0;9;
221402;Obwodowa Komisja Wyborcza numer 17;0;5;13;1;0;0;30;58;0;3;30;1;5;
221402;Obwodowa Komisja Wyborcza numer 15;7;10;15;17;0;0;52;90;0;3;67;0;17;
221402;Obwodowa Komisja Wyborcza numer 14;3;13;12;16;5;1;63;90;5;7;80;0;7;
221402;Obwodowa Komisja Wyborcza numer 19;2;10;16;5;3;0;40;58;1;0;36;0;5;
221402;Obwodowa Komisja Wyborcza numer 22;2;0;0;5;2;1;0;20;1;2;6;1;0;
221502;Obwodowa Komisja Wyborcza numer 10;8;57;47;80;15;0;141;225;11;21;508;3;81;
221402;Obwodowa Komisja Wyborcza numer 21;0;4;13;18;2;1;58;102;9;3;51;1;5;
221502;Obwodowa Komisja Wyborcza numer 4;12;44;66;64;8;1;119;144;12;19;425;2;55;
221502;Obwodowa Komisja Wyborcza numer 3;13;69;84;113;7;5;251;323;19;40;515;5;103;
221502;Obwodowa Komisja Wyborcza numer 13;3;53;69;67;13;2;160;228;18;18;511;1;62;
221502;Obwodowa Komisja Wyborcza numer 9;10;72;73;126;11;1;236;283;24;24;712;1;150;
221502;Obwodowa Komisja Wyborcza numer 2;2;58;54;61;14;2;120;146;13;17;401;0;60;
221502;Obwodowa Komisja Wyborcza numer 7;6;62;48;73;6;1;139;261;14;17;498;1;73;
221502;Obwodowa Komisja Wyborcza numer 1;7;96;88;127;20;1;297;290;34;62;770;3;109;
221502;Obwodowa Komisja Wyborcza numer 8;8;53;78;107;16;1;159;278;16;19;498;1;88;
221502;Obwodowa Komisja Wyborcza numer 11;10;109;64;125;17;2;245;332;20;39;761;1;149;
221402;Obwodowa Komisja Wyborcza numer 23;0;0;0;0;0;0;0;4;0;0;1;0;0;
221502;Obwodowa Komisja Wyborcza numer 5;5;24;48;69;6;1;89;232;17;15;378;0;49;
221502;Obwodowa Komisja Wyborcza numer 6;3;64;63;105;7;2;193;272;21;22;644;2;72;
221502;Obwodowa Komisja Wyborcza numer 12;18;87;68;133;14;4;286;260;34;34;683;0;120;
221502;Obwodowa Komisja Wyborcza numer 15;8;36;59;67;5;0;163;251;18;10;302;3;76;
221502;Obwodowa Komisja Wyborcza numer 14;6;76;51;94;12;0;140;256;16;25;715;5;66;
221503;Obwodowa Komisja Wyborcza numer 3;9;60;64;87;13;1;169;327;11;9;539;2;62;
221502;Obwodowa Komisja Wyborcza numer 18;3;38;52;45;8;1;153;265;6;20;335;1;70;
221503;Obwodowa Komisja Wyborcza numer 6;11;63;72;90;4;5;175;365;18;13;553;2;82;
221502;Obwodowa Komisja Wyborcza numer 20;6;73;61;111;8;6;225;221;17;21;521;1;82;
221502;Obwodowa Komisja Wyborcza numer 16;9;69;67;82;7;1;210;320;25;34;769;1;85;
221503;Obwodowa Komisja Wyborcza numer 8;11;72;93;97;10;5;207;305;17;23;489;2;89;
221503;Obwodowa Komisja Wyborcza numer 5;2;38;31;53;2;1;87;227;12;6;299;0;34;
221503;Obwodowa Komisja Wyborcza numer 4;4;72;90;121;15;0;219;393;12;31;713;3;98;
221502;Obwodowa Komisja Wyborcza numer 19;8;85;99;108;11;4;246;291;23;29;514;1;104;
221503;Obwodowa Komisja Wyborcza numer 1;9;51;74;108;11;4;194;257;11;22;426;1;64;
221503;Obwodowa Komisja Wyborcza numer 7;5;53;86;89;14;2;194;272;19;23;536;1;66;
221502;Obwodowa Komisja Wyborcza numer 17;2;39;41;54;7;1;97;217;8;19;396;0;51;
221502;Obwodowa Komisja Wyborcza numer 21;9;93;79;127;9;4;228;195;29;25;649;2;77;
221503;Obwodowa Komisja Wyborcza numer 2;7;71;72;93;11;4;172;327;18;22;523;0;83;
221503;Obwodowa Komisja Wyborcza numer 9;5;79;56;82;7;1;178;196;25;19;464;2;87;
221503;Obwodowa Komisja Wyborcza numer 18;1;9;4;12;3;4;48;19;2;6;154;1;2;
221503;Obwodowa Komisja Wyborcza numer 16;6;50;60;72;14;3;179;283;15;20;508;0;58;
221503;Obwodowa Komisja Wyborcza numer 10;4;59;91;93;12;5;211;325;17;16;600;0;89;
221503;Obwodowa Komisja Wyborcza numer 11;9;64;80;111;8;7;215;335;14;12;488;3;66;
221503;Obwodowa Komisja Wyborcza numer 12;4;35;71;58;5;1;135;268;15;16;321;2;48;
221503;Obwodowa Komisja Wyborcza numer 20;1;2;5;4;0;0;0;17;0;1;8;0;1;
221503;Obwodowa Komisja Wyborcza numer 19;0;3;6;10;1;0;11;28;3;1;40;0;6;
221503;Obwodowa Komisja Wyborcza numer 21;2;0;0;2;0;0;1;5;0;1;6;0;0;
221401;Obwodowa Komisja Wyborcza numer 1;9;53;56;67;4;2;228;333;19;23;415;2;66;
221503;Obwodowa Komisja Wyborcza numer 17;6;65;77;84;1;1;190;270;12;22;452;3;48;
221503;Obwodowa Komisja Wyborcza numer 13;6;53;56;46;14;3;143;212;15;12;373;1;51;
221503;Obwodowa Komisja Wyborcza numer 14;4;39;55;45;2;3;123;231;8;6;323;0;58;
221401;Obwodowa Komisja Wyborcza numer 2;0;46;52;55;3;1;169;279;7;13;269;1;56;
221401;Obwodowa Komisja Wyborcza numer 3;7;53;53;48;2;6;200;278;13;17;295;1;47;
221503;Obwodowa Komisja Wyborcza numer 15;7;90;61;85;5;1;185;320;26;33;516;2;81;
221401;Obwodowa Komisja Wyborcza numer 5;5;43;36;50;5;0;130;208;7;6;315;0;65;
221401;;3;46;46;52;5;2;160;264;15;14;292;0;56;
221401;Obwodowa Komisja Wyborcza numer 7;5;48;62;39;17;2;183;268;10;14;496;2;70;
221401;Obwodowa Komisja Wyborcza numer 6;6;46;27;61;7;1;136;194;17;22;367;3;33;
221401;Obwodowa Komisja Wyborcza numer 13;2;42;37;48;3;2;114;324;11;9;457;1;46;
221401;Obwodowa Komisja Wyborcza numer 15;3;55;53;53;1;4;164;335;10;14;454;2;53;
221401;Obwodowa Komisja Wyborcza numer 12;3;45;72;67;8;5;190;350;10;27;405;2;62;
221401;Obwodowa Komisja Wyborcza numer 10;8;71;77;109;17;4;239;338;20;26;684;0;79;
221401;Obwodowa Komisja Wyborcza numer 18;1;28;41;56;4;2;98;209;8;4;338;1;37;
221401;Obwodowa Komisja Wyborcza numer 8;7;58;51;53;5;1;138;341;11;18;460;0;59;
221401;Obwodowa Komisja Wyborcza numer 19;1;39;60;61;5;3;152;326;12;11;421;0;58;
221401;Obwodowa Komisja Wyborcza numer 9;8;37;42;50;9;4;136;290;13;14;374;1;58;
221401;Obwodowa Komisja Wyborcza numer 14;5;43;59;58;6;1;182;329;7;7;460;0;68;
221401;Obwodowa Komisja Wyborcza numer 11;2;46;45;74;7;2;164;245;14;22;387;0;62;
221401;Obwodowa Komisja Wyborcza numer 17;5;46;42;73;4;2;143;223;5;13;329;1;48;
221401;Obwodowa Komisja Wyborcza numer 16;1;54;52;64;5;2;107;322;10;11;420;1;49;
221401;Obwodowa Komisja Wyborcza numer 20;10;56;52;88;6;2;130;323;19;12;586;4;71;
221401;Obwodowa Komisja Wyborcza numer 21;2;31;35;42;4;2;103;265;8;8;347;1;33;
221604;Obwodowa Komisja Wyborcza numer 5;1;15;25;18;0;3;75;81;2;9;95;1;14;
221401;Obwodowa Komisja Wyborcza numer 28;0;1;0;2;0;0;3;15;0;0;19;0;0;
221401;Obwodowa Komisja Wyborcza numer 24;9;35;42;58;5;0;141;135;12;11;353;2;63;
221604;Obwodowa Komisja Wyborcza numer 1;3;16;29;23;2;1;101;141;4;4;116;1;9;
221401;Obwodowa Komisja Wyborcza numer 26;1;1;0;0;0;0;3;7;2;0;22;0;0;
221401;Obwodowa Komisja Wyborcza numer 25;4;59;49;95;5;1;166;180;10;21;467;0;82;
221401;Obwodowa Komisja Wyborcza numer 27;0;1;0;0;0;0;1;1;0;0;3;0;0;
221604;Obwodowa Komisja Wyborcza numer 7;2;2;13;8;0;0;29;54;0;0;33;0;5;
221401;Obwodowa Komisja Wyborcza numer 22;8;51;54;64;11;0;141;355;9;25;445;0;48;
221401;Obwodowa Komisja Wyborcza numer 23;4;41;49;46;3;0;102;213;10;9;433;0;50;
221604;Obwodowa Komisja Wyborcza numer 3;2;16;15;13;1;0;77;144;0;2;108;0;12;
221604;Obwodowa Komisja Wyborcza numer 2;1;16;17;20;1;0;57;64;6;1;46;0;6;
221604;Obwodowa Komisja Wyborcza numer 4;1;23;19;24;2;2;63;112;3;2;118;1;15;
221604;Obwodowa Komisja Wyborcza numer 6;0;8;13;11;2;0;47;66;1;5;37;1;4;
221602;Obwodowa Komisja Wyborcza numer 1;11;37;31;40;2;7;116;198;9;13;190;0;27;
221603;Obwodowa Komisja Wyborcza numer 1;1;4;10;11;1;1;36;77;4;1;55;0;8;
221602;Obwodowa Komisja Wyborcza numer 2;1;9;21;12;2;1;86;116;0;2;53;0;8;
221602;Obwodowa Komisja Wyborcza numer 3;0;7;10;7;3;0;40;76;4;6;26;0;3;
221602;Obwodowa Komisja Wyborcza numer 4;0;7;9;7;0;1;36;89;0;3;45;0;3;
221509;Obwodowa Komisja Wyborcza numer 6;4;39;88;50;5;0;208;370;11;10;256;1;29;
221603;Obwodowa Komisja Wyborcza numer 2;0;11;20;25;0;3;60;88;2;4;85;0;11;
221603;Obwodowa Komisja Wyborcza numer 4;0;12;16;11;2;1;64;68;2;3;42;0;5;
221509;Obwodowa Komisja Wyborcza numer 1;14;73;137;88;7;2;315;453;25;31;431;3;72;
221509;Obwodowa Komisja Wyborcza numer 4;14;94;82;134;14;0;289;282;17;27;612;4;93;
221509;Obwodowa Komisja Wyborcza numer 3;5;20;55;42;3;0;174;253;8;10;97;1;19;
221603;Obwodowa Komisja Wyborcza numer 3;1;14;31;17;3;4;49;126;4;1;79;0;7;
221603;Obwodowa Komisja Wyborcza numer 5;0;9;17;7;0;0;35;80;3;2;109;0;6;
221509;Obwodowa Komisja Wyborcza numer 2;9;74;120;137;13;3;410;476;27;32;552;5;71;
221509;Obwodowa Komisja Wyborcza numer 7;6;61;64;82;4;3;172;212;10;17;524;1;48;
221509;Obwodowa Komisja Wyborcza numer 5;6;38;53;78;3;2;154;161;26;19;418;2;52;
221509;Obwodowa Komisja Wyborcza numer 8;9;70;62;108;12;1;207;203;22;20;464;3;45;
221601;Obwodowa Komisja Wyborcza numer 5;2;14;20;7;1;2;43;56;1;5;56;0;6;
221601;Obwodowa Komisja Wyborcza numer 4;0;8;5;6;2;1;41;44;3;2;36;0;3;
221509;Obwodowa Komisja Wyborcza numer 9;1;4;21;16;1;0;55;78;2;3;48;1;1;
221601;Obwodowa Komisja Wyborcza numer 8;1;5;8;4;1;0;21;29;2;1;29;0;3;
221601;Obwodowa Komisja Wyborcza numer 11;0;5;4;6;0;0;32;25;5;4;54;0;6;
221509;Obwodowa Komisja Wyborcza numer 10;0;6;27;21;2;1;92;127;1;10;60;1;13;
221601;Obwodowa Komisja Wyborcza numer 6;3;16;14;14;3;0;36;51;3;2;52;1;3;
221601;Obwodowa Komisja Wyborcza numer 10;0;1;7;5;0;5;11;19;0;0;15;0;4;
221509;Obwodowa Komisja Wyborcza numer 11;0;6;31;18;4;0;106;199;0;2;54;0;9;
221601;Obwodowa Komisja Wyborcza numer 2;3;21;27;36;2;1;95;178;10;10;288;3;22;
221601;Obwodowa Komisja Wyborcza numer 12;2;19;19;36;3;1;89;145;6;6;230;1;23;
221601;Obwodowa Komisja Wyborcza numer 9;0;8;14;4;2;0;44;46;0;2;45;0;9;
221601;Obwodowa Komisja Wyborcza numer 3;0;6;10;5;0;1;22;42;2;0;25;0;4;
221601;Obwodowa Komisja Wyborcza numer 1;3;24;50;39;1;1;107;241;6;9;345;1;25;
221601;Obwodowa Komisja Wyborcza numer 7;2;8;9;6;0;0;34;37;0;2;52;0;3;
221510;Obwodowa Komisja Wyborcza numer 1;1;67;80;104;9;1;222;250;22;28;362;3;62;
221510;Obwodowa Komisja Wyborcza numer 2;6;71;95;88;8;5;274;283;15;16;351;0;78;
221510;Obwodowa Komisja Wyborcza numer 4;6;42;72;108;11;4;263;272;11;24;377;1;68;
221510;Obwodowa Komisja Wyborcza numer 3;12;35;50;73;6;3;175;264;11;15;326;0;59;
221510;Obwodowa Komisja Wyborcza numer 8;10;46;69;83;8;3;244;246;7;24;393;2;60;
221510;Obwodowa Komisja Wyborcza numer 13;1;13;39;18;2;4;85;103;9;6;103;2;15;
221510;Obwodowa Komisja Wyborcza numer 9;2;15;36;29;3;2;113;123;5;4;79;0;9;
221510;Obwodowa Komisja Wyborcza numer 10;4;36;74;62;9;5;160;192;14;9;309;1;44;
221510;Obwodowa Komisja Wyborcza numer 7;3;27;82;66;5;0;239;267;15;11;332;1;60;
221510;Obwodowa Komisja Wyborcza numer 5;1;31;78;62;12;0;212;278;10;18;284;0;44;
221510;Obwodowa Komisja Wyborcza numer 15;4;15;44;41;2;1;121;107;7;9;139;0;26;
221510;Obwodowa Komisja Wyborcza numer 11;2;12;31;21;2;0;78;72;10;4;130;0;15;
221510;Obwodowa Komisja Wyborcza numer 6;2;26;94;82;4;3;229;338;15;12;278;1;61;
221510;Obwodowa Komisja Wyborcza numer 16;1;14;24;24;3;0;46;76;4;7;116;0;18;
221510;Obwodowa Komisja Wyborcza numer 14;3;39;35;63;4;0;105;111;6;7;395;1;50;
221510;Obwodowa Komisja Wyborcza numer 12;13;95;147;139;10;2;384;331;33;23;535;4;91;
240201;;4;42;45;50;6;1;193;341;11;15;344;1;61;
240201;Obwodowa Komisja Wyborcza numer 2;4;28;71;67;6;2;142;395;17;17;318;1;30;
221510;Obwodowa Komisja Wyborcza numer 17;3;7;11;24;3;1;70;76;6;5;95;0;13;
240105;Obwodowa Komisja Wyborcza numer 1;2;18;40;36;4;1;85;164;9;10;226;0;44;
240103;Obwodowa Komisja Wyborcza numer 2;5;34;32;34;4;1;76;115;7;8;194;2;26;
240105;;4;39;27;27;1;3;70;117;3;7;177;1;31;
240201;Obwodowa Komisja Wyborcza numer 3;3;20;41;29;3;0;71;167;9;4;99;0;21;
240105;Obwodowa Komisja Wyborcza numer 6;2;21;27;26;5;0;47;102;1;8;103;0;21;
240103;Obwodowa Komisja Wyborcza numer 1;7;65;39;51;6;2;107;140;10;16;403;0;46;
240105;Obwodowa Komisja Wyborcza numer 4;7;24;31;40;6;3;81;154;8;3;172;1;37;
240105;Obwodowa Komisja Wyborcza numer 8;2;16;27;14;2;2;72;97;7;3;83;0;13;
240105;Obwodowa Komisja Wyborcza numer 7;5;24;18;15;6;1;46;62;3;3;174;1;21;
240103;Obwodowa Komisja Wyborcza numer 3;2;55;40;50;4;0;135;226;10;23;372;4;32;
240105;Obwodowa Komisja Wyborcza numer 5;1;38;28;30;3;1;66;145;9;1;160;0;23;
240201;Obwodowa Komisja Wyborcza numer 4;3;38;49;41;2;4;139;285;5;12;208;2;42;
240105;Obwodowa Komisja Wyborcza numer 2;2;28;48;28;8;1;122;221;12;12;254;0;28;
240103;Obwodowa Komisja Wyborcza numer 4;0;26;36;19;3;2;91;130;9;9;279;1;19;
240103;Obwodowa Komisja Wyborcza numer 6;0;9;13;8;0;1;51;24;2;3;226;0;4;
240103;Obwodowa Komisja Wyborcza numer 5;3;75;36;75;7;1;133;246;15;15;491;2;55;
240103;Obwodowa Komisja Wyborcza numer 7;1;7;5;10;1;0;21;19;1;2;180;0;3;
240107;Obwodowa Komisja Wyborcza numer 3;1;22;41;25;3;1;111;206;7;11;133;0;23;
240106;Obwodowa Komisja Wyborcza numer 1;2;30;29;43;3;2;56;130;7;6;250;0;24;
240107;Obwodowa Komisja Wyborcza numer 5;6;62;63;52;12;0;153;354;15;16;247;2;38;
240107;Obwodowa Komisja Wyborcza numer 9;1;1;0;1;0;0;1;0;0;0;0;0;0;
240107;Obwodowa Komisja Wyborcza numer 4;1;11;18;14;2;0;50;125;3;5;87;2;15;
240106;Obwodowa Komisja Wyborcza numer 2;0;27;17;13;3;0;47;86;5;5;101;0;16;
240107;Obwodowa Komisja Wyborcza numer 2;2;81;62;64;7;5;159;371;16;14;496;0;48;
240107;Obwodowa Komisja Wyborcza numer 7;0;11;16;10;3;0;29;84;1;0;41;0;9;
240107;Obwodowa Komisja Wyborcza numer 8;1;25;41;37;3;2;77;135;6;7;181;0;22;
240107;Obwodowa Komisja Wyborcza numer 1;11;88;103;96;9;1;228;409;14;25;597;0;70;
240106;Obwodowa Komisja Wyborcza numer 3;5;53;26;25;0;0;70;126;8;4;254;1;39;
240107;Obwodowa Komisja Wyborcza numer 6;2;27;90;46;12;1;164;300;12;6;235;2;30;
240104;Obwodowa Komisja Wyborcza numer 1;9;41;56;67;7;2;131;202;15;8;409;2;43;
240106;Obwodowa Komisja Wyborcza numer 4;2;41;26;23;3;2;66;105;10;6;266;1;31;
240104;Obwodowa Komisja Wyborcza numer 5;5;45;32;29;12;2;93;170;11;10;404;1;41;
240104;Obwodowa Komisja Wyborcza numer 4;0;8;16;22;1;0;31;89;7;7;118;0;16;
240106;Obwodowa Komisja Wyborcza numer 5;1;36;19;29;3;0;53;82;6;9;229;0;14;
240104;Obwodowa Komisja Wyborcza numer 2;9;28;44;22;4;1;107;181;10;5;212;0;31;
240106;Obwodowa Komisja Wyborcza numer 7;6;84;75;63;9;3;166;364;13;19;588;1;58;
240104;Obwodowa Komisja Wyborcza numer 3;1;56;50;61;5;2;99;222;12;10;393;0;56;
240106;Obwodowa Komisja Wyborcza numer 9;1;46;36;44;6;2;134;207;9;18;392;1;58;
240104;Obwodowa Komisja Wyborcza numer 6;14;40;48;55;8;3;91;153;10;10;352;1;45;
240106;Obwodowa Komisja Wyborcza numer 8;2;55;53;66;11;1;148;207;10;17;430;1;82;
240104;Obwodowa Komisja Wyborcza numer 8;6;25;20;28;4;1;70;149;9;7;215;0;38;
240104;Obwodowa Komisja Wyborcza numer 7;3;36;52;32;9;2;117;209;13;12;245;0;35;
240104;Obwodowa Komisja Wyborcza numer 9;0;9;16;9;4;1;39;63;4;5;82;1;19;
240106;Obwodowa Komisja Wyborcza numer 6;2;45;26;28;1;2;61;92;16;9;246;0;34;
240104;Obwodowa Komisja Wyborcza numer 10;1;33;28;28;1;3;58;88;5;9;162;0;23;
221605;Obwodowa Komisja Wyborcza numer 6;12;23;48;43;6;3;111;191;7;14;298;0;40;
